s_no,symbol,conf,open,high,low,close,vwap,vol,prev_close,turnover,trans,diff,range,diff_2,range_2,vwap_2,x120_days,x180_days,x52_weeks_high,x52_weeks_low,date
1,ACLBSL,35.99,861.70,870.00,845.10,847.20,852.75,264.00,844.90,"225,125.00",10,2.3,24.9,0.27,2.95,-0.65,"1,181.11","1,260.96","1,870.00",806.60,2022-06-18
2,ADBL,37.51,327.00,327.00,319.50,319.90,321.37,"7,331.00",321.00,"2,355,935.60",117,-1.1,7.5,-0.34,2.35,-0.46,393.90,429.87,620.00,319.20,2022-06-18
3,AHPC,32.8,387.00,387.00,374.10,374.30,377.62,"28,065.00",381.00,"10,597,824.30",208,-6.7,12.9,-1.76,3.45,-0.89,463.46,470.76,785.00,349.20,2022-06-18
4,AIL,32.3,460.00,461.00,455.00,455.00,456.73,220.00,460.00,"100,480.00",14,-5,6,-1.09,1.32,-0.38,652.23,674.87,900.00,454.00,2022-06-18
5,AKBSL,36.85,553.30,596.70,553.30,596.70,578.92,60.00,542.50,"34,735.00",6,54.2,43.4,9.99,7.84,2.98,-,-,"1,250.00",391.50,2022-06-18
6,AKJCL,32.9,204.00,206.00,200.00,200.20,202.07,"6,196.00",203.00,"1,252,051.50",57,-2.8,6,-1.38,3,-0.94,273.80,292.50,502.00,200.00,2022-06-18
7,AKPL,33.55,442.00,442.00,430.00,431.90,433.91,"17,059.00",437.00,"7,402,059.70",101,-5.1,12,-1.17,2.79,-0.47,493.11,514.00,882.40,377.30,2022-06-18
8,ALBSL,31.56,"1,259.40","1,281.00","1,211.00","1,255.00","1,248.04",100.00,"1,234.80","124,803.60",7,20.2,70,1.64,5.78,0.55,"1,416.38","1,460.67","2,101.20","1,176.00",2022-06-18
9,ALICL,34.9,550.00,550.00,539.90,542.80,542.08,"5,126.00",540.00,"2,778,698.50",48,2.8,10.1,0.52,1.87,0.13,885.71,993.47,"1,513.00",525.20,2022-06-18
10,API,34.12,263.00,264.00,255.00,256.10,257.39,"18,773.00",260.00,"4,832,010.60",149,-3.9,9,-1.5,3.53,-0.5,409.50,428.86,670.00,252.00,2022-06-18
11,BARUN,40.49,438.20,445.00,437.00,437.10,440.15,"3,132.00",446.00,"1,378,552.80",44,-8.9,8,-2,1.83,-0.7,479.64,478.63,763.40,345.60,2022-06-18
12,BBC,37.47,"3,495.00","3,495.00","3,440.00","3,440.00","3,464.17",60.00,"3,500.00","207,850.00",4,-60,55,-1.71,1.6,-0.7,"4,411.81","4,695.72","8,124.30","3,365.00",2022-06-18
13,BFC,30.6,360.00,360.00,350.90,352.00,354.61,"4,063.00",358.00,"1,440,775.00",42,-6,9.1,-1.68,2.59,-0.74,442.74,457.62,630.00,310.00,2022-06-18
14,BHL,32.55,265.00,275.00,245.10,265.00,252.75,"8,537.00",259.90,"2,157,757.30",385,5.1,29.9,1.96,12.2,4.62,-,-,328.10,104.70,2022-06-18
15,BNHC,30.65,382.10,383.00,370.00,370.00,373.32,"1,745.00",388.00,"651,449.50",40,-18,13,-4.64,3.51,-0.9,-,-,744.00,246.70,2022-06-18
16,BPCL,32.25,318.00,325.30,318.00,318.10,320.85,"2,338.00",319.00,"750,147.40",50,-0.9,7.3,-0.28,2.3,-0.86,403.71,435.82,703.00,313.00,2022-06-18
17,CBBL,31.78,975.00,990.00,969.00,969.00,974.58,"5,545.00",975.00,"5,404,024.50",141,-6,21,-0.62,2.17,-0.58,"1,199.98","1,361.42","2,065.20",960.00,2022-06-18
18,CBL,50.99,213.10,213.10,207.00,207.90,208.53,"32,057.00",209.00,"6,684,977.20",158,-1.1,6.1,-0.53,2.95,-0.3,232.28,238.15,316.00,196.10,2022-06-18
19,CCBL,34.79,195.00,197.00,193.00,193.00,195.69,"331,103.00",193.70,"64,794,108.80",217,-0.7,4,-0.36,2.07,-1.39,227.19,230.92,324.00,189.00,2022-06-18
20,CFCL,33.96,278.00,282.70,270.00,270.00,275.07,"2,686.00",273.00,"738,831.20",40,-3,12.7,-1.1,4.7,-1.88,402.34,448.79,814.90,260.10,2022-06-18
21,CGH,36.95,"1,000.10","1,030.00","1,000.10","1,005.00","1,016.62","1,627.00","1,005.00","1,654,042.10",21,0,29.9,0,2.99,-1.16,"1,318.67","1,354.68","1,790.00",997.60,2022-06-18
22,CHCL,34.59,380.00,385.00,375.00,379.10,380.60,"3,763.00",380.00,"1,432,185.30",51,-0.9,10,-0.24,2.67,-0.39,475.57,510.04,760.00,372.00,2022-06-18
23,CHDC,32.99,703.80,703.80,677.20,700.00,685.97,"1,275.00",690.00,"874,607.00",30,10,26.6,1.45,3.93,2,842.61,855.36,"1,415.00",560.00,2022-06-18
24,CHL,33.6,267.90,278.00,267.20,268.00,271.03,"5,579.00",273.00,"1,512,060.80",59,-5,10.8,-1.83,4.04,-1.13,408.24,440.87,715.00,266.30,2022-06-18
25,CIT,35.36,"2,349.00","2,358.00","2,295.00","2,296.00","2,308.23","4,699.00","2,318.90","10,846,375.80",106,-22.9,63,-0.99,2.75,-0.53,"3,007.32","3,107.27","4,560.00","2,285.00",2022-06-18
26,CLBSL,31.72,750.00,750.00,730.10,745.00,735.84,"1,230.00",745.00,"905,080.30",21,0,19.9,0,2.73,1.23,942.47,"1,031.99","1,811.00",730.00,2022-06-18
27,CMF1,31.64,8.45,8.45,8.45,8.45,8.45,100.00,8.61,845.00,1,-0.16,0,-1.86,0,0,9.52,9.73,16.01,8.45,2022-06-18
28,CORBL,33.7,287.00,287.00,280.00,280.00,281.01,"2,428.00",287.00,"682,282.60",19,-7,7,-2.44,2.5,-0.36,545.86,650.48,"1,155.00",275.00,2022-06-18
29,CYCL,49.6,428.80,437.30,428.80,437.30,433.05,20.00,420.40,"8,661.00",2,16.9,8.5,4.02,1.98,0.97,-,-,437.30,382.20,2022-06-18
30,CZBIL,36.48,219.00,220.00,213.70,214.50,214.99,"79,643.00",217.70,"17,122,116.40",154,-3.2,6.3,-1.47,2.95,-0.23,266.01,284.67,444.00,213.70,2022-06-18
31,CZBILP,49.38,147.00,147.00,147.00,147.00,147.00,"30,000.00",150.00,"4,410,000.00",1,-3,0,-2,0,0,-,-,208.00,143.00,2022-06-18
32,DDBL,30.71,960.00,965.00,944.00,950.00,949.11,"2,066.00",958.00,"1,960,859.00",43,-8,21,-0.84,2.22,0.09,"1,136.44","1,200.38","2,000.00",943.00,2022-06-18
33,DHPL,37.32,219.20,219.20,210.00,214.00,211.37,"2,277.00",215.00,"481,291.00",18,-1,9.2,-0.47,4.38,1.23,280.37,294.72,485.20,208.00,2022-06-18
34,EBL,35.87,453.00,460.00,443.00,445.00,446.95,"3,827.00",445.00,"1,710,465.80",57,0,17,0,3.84,-0.44,534.50,575.57,805.00,438.20,2022-06-18
35,EDBL,32.69,359.90,360.00,349.00,354.00,352.58,480.00,353.00,"169,239.00",14,1,11,0.28,3.15,0.4,464.16,522.23,"1,195.00",341.00,2022-06-18
36,ENL,26.62,645.00,659.90,641.90,641.90,649.14,125.00,655.00,"81,143.00",10,-13.1,18,-2,2.8,-1.13,-,-,"1,481.90",287.10,2022-06-18
37,FMDBL,35.85,635.00,635.00,611.00,615.00,616.79,"3,613.00",623.00,"2,228,452.50",39,-8,24,-1.28,3.93,-0.29,766.70,812.77,"1,365.00",607.10,2022-06-18
38,FOWAD,25.92,"2,321.00","2,338.00","2,317.00","2,325.00","2,327.28","1,396.00","2,307.00","3,248,879.50",35,18,21,0.78,0.91,-0.1,"2,302.70","2,455.52","3,311.00","2,000.00",2022-06-18
39,GBBL,35.11,364.00,367.00,362.50,363.80,363.58,"8,072.00",365.00,"2,934,808.90",50,-1.2,4.5,-0.33,1.24,0.06,487.77,517.63,750.00,355.50,2022-06-18
40,GBLBS,32.2,710.00,710.00,700.00,705.00,702.43,478.00,710.00,"335,760.80",9,-5,10,-0.7,1.43,0.36,898.02,930.69,"1,437.00",696.00,2022-06-18
41,GFCL,37.46,400.00,400.80,393.00,396.00,396.80,573.00,400.00,"227,364.00",13,-4,7.8,-1,1.98,-0.2,564.73,619.02,"1,010.00",393.00,2022-06-18
42,GHL,33.01,206.90,206.90,202.00,204.00,203.44,"19,700.00",203.00,"4,007,830.50",48,1,4.9,0.49,2.43,0.27,294.17,318.23,555.90,198.10,2022-06-18
43,GIC,34.48,408.00,415.00,400.00,402.00,404.53,651.00,408.00,"263,348.00",16,-6,15,-1.47,3.75,-0.63,564.09,575.11,809.00,387.20,2022-06-18
44,GILB,31.55,"1,200.00","1,200.10","1,196.00","1,200.00","1,198.80",259.00,"1,190.00","310,488.00",12,10,4.1,0.84,0.34,0.1,"1,526.18","1,705.84","3,050.00","1,190.00",2022-06-18
45,GIMES1,31.05,10.15,10.20,10.00,10.00,10.09,"25,565.00",10.05,"257,912.75",16,-0.05,0.2,-0.5,2,-0.89,11.29,14.17,25.09,9.90,2022-06-18
46,GLBSL,46.75,"1,012.00","1,049.00","1,012.00","1,049.00","1,024.33",30.00,"1,030.00","30,730.00",2,19,37,1.84,3.66,2.35,"1,237.57","1,306.71","2,210.00",935.00,2022-06-18
47,GLH,33.46,340.00,350.00,334.00,350.00,343.50,"2,120.00",346.00,"728,222.00",35,4,16,1.16,4.79,1.86,428.78,436.41,657.00,333.00,2022-06-18
48,GMFBS,37.01,966.00,966.00,912.00,912.00,925.95,192.00,948.90,"177,782.30",9,-36.9,54,-3.89,5.92,-1.53,"1,180.47","1,285.74","1,972.00",900.00,2022-06-18
49,GMFIL,38.68,270.00,270.00,260.50,263.00,266.03,"8,287.00",265.90,"2,204,623.00",24,-2.9,9.5,-1.09,3.65,-1.15,394.26,436.10,773.00,250.00,2022-06-18
50,GRDBL,35.31,226.00,226.00,220.00,220.00,221.56,495.00,224.00,"109,670.00",7,-4,6,-1.79,2.73,-0.71,318.24,342.55,537.90,212.10,2022-06-18
51,GUFL,38.84,384.00,391.50,380.00,380.00,384.92,"4,159.00",384.00,"1,600,870.10",56,-4,11.5,-1.04,3.03,-1.29,620.86,709.71,"1,500.00",365.00,2022-06-18
52,GVL,44.86,300.00,308.90,292.10,300.50,303.07,"11,414.00",302.00,"3,459,292.10",295,-1.5,16.8,-0.5,5.75,-0.86,-,-,436.40,256.00,2022-06-18
53,HBL,37.33,300.00,304.00,298.00,300.00,299.45,"5,355.00",300.00,"1,603,538.30",42,0,6,0,2.01,0.18,529.40,547.77,505.00,290.80,2022-06-18
54,HDHPC,33.05,209.10,213.20,200.00,203.00,201.93,"22,585.00",205.00,"4,560,488.50",94,-2,13.2,-0.98,6.6,0.53,287.25,304.65,478.90,199.00,2022-06-18
55,HDL,33.78,"3,080.00","3,095.00","3,030.00","3,057.00","3,053.63","4,653.00","3,050.00","14,208,531.90",180,7,65,0.23,2.15,0.11,"4,113.02","4,953.27","7,938.00","3,000.00",2022-06-18
56,HIDCL,36.4,205.00,206.00,200.50,202.00,203.22,"35,993.00",202.00,"7,314,331.90",231,0,5.5,0,2.74,-0.6,277.07,295.43,575.00,198.00,2022-06-18
57,HPPL,28.5,339.00,339.00,325.00,326.00,329.86,923.00,333.00,"304,459.80",20,-7,14,-2.1,4.31,-1.18,435.41,449.09,749.10,309.90,2022-06-18
58,HURJA,31.64,238.00,239.00,233.00,235.00,236.13,950.00,236.90,"224,323.00",12,-1.9,6,-0.8,2.58,-0.48,407.00,419.02,685.40,233.00,2022-06-18
59,ICFC,32.46,411.10,426.00,411.10,415.00,415.00,"3,958.00",418.00,"1,642,576.90",47,-3,14.9,-0.72,3.62,0,588.25,653.70,"1,176.80",408.00,2022-06-18
60,ICFCPO,37.76,228.00,228.00,228.00,228.00,228.00,"22,764.00",228.00,"5,190,192.00",2,0,0,0,0,0,-,-,366.00,228.00,2022-06-18
61,IGI,35.9,385.00,390.00,378.00,388.00,381.26,"10,492.00",380.00,"4,000,140.40",59,8,12,2.11,3.17,1.74,746.34,837.23,"1,365.00",376.00,2022-06-18
62,ILBS,31.05,895.00,899.00,891.00,899.00,893.39,199.00,885.00,"177,785.00",10,14,8,1.58,0.9,0.62,"1,222.58","1,374.08","2,140.00",868.00,2022-06-18
63,JALPA,23.92,"2,163.00","2,200.00","2,155.30","2,165.00","2,168.87","1,087.00","2,163.00","2,357,565.00",63,2,44.7,0.09,2.07,-0.18,-,-,"2,693.40",318.60,2022-06-18
64,JBBL,37.24,291.00,300.00,291.00,292.00,293.40,"14,987.00",295.00,"4,397,188.10",98,-3,9,-1.02,3.09,-0.48,392.10,431.14,649.90,288.00,2022-06-18
65,JBLB,33.12,"2,849.00","2,849.00","2,800.00","2,800.00","2,804.90",719.00,"2,795.00","2,016,724.00",45,5,49,0.18,1.75,-0.18,"3,884.09","4,037.77","5,516.90",890.00,2022-06-18
66,JFL,32.78,364.10,371.30,350.00,350.00,354.68,"2,949.00",357.00,"1,045,958.30",39,-7,21.3,-1.96,6.09,-1.34,505.97,548.89,836.00,348.00,2022-06-18
67,JLI,38.12,371.00,374.90,368.00,371.00,369.30,"3,653.00",371.00,"1,349,059.30",44,0,6.9,0,1.88,0.46,572.75,578.04,826.20,358.00,2022-06-18
68,JOSHI,32.9,204.00,206.00,202.00,205.00,202.85,"2,643.00",202.00,"536,124.40",33,3,4,1.49,1.98,1.05,281.71,304.67,507.00,198.00,2022-06-18
69,JSLBB,36.41,"1,788.50","1,822.00","1,752.80","1,822.00","1,762.36",370.00,"1,825.00","652,072.00",9,-3,69.2,-0.16,3.95,3.27,"2,260.58","2,541.53","4,022.80","1,745.10",2022-06-18
70,KBL,32.98,205.00,205.50,200.00,203.00,203.01,"141,027.00",203.90,"28,629,249.00",266,-0.9,5.5,-0.44,2.75,0,236.26,251.01,413.00,196.00,2022-06-18
71,KBLPO,35.14,128.00,128.00,128.00,128.00,128.00,"46,001.00",127.50,"5,888,128.00",42,0.5,0,0.39,0,0,131.89,-,174.53,118.00,2022-06-18
72,KEF,31.66,8.36,8.44,8.36,8.44,8.43,"2,200.00",8.49,"18,545.00",5,-0.05,0.08,-0.59,0.96,0.12,9.13,9.25,11.65,8.36,2022-06-18
73,KKHC,37.39,215.20,215.20,205.70,211.00,206.85,"2,155.00",211.00,"445,768.30",30,0,9.5,0,4.62,1.97,280.60,299.87,556.20,201.00,2022-06-18
74,KLBSL,32.35,875.00,875.00,875.00,875.00,875.00,10.00,875.00,"8,750.00",1,0,0,0,0,0,"1,379.78","1,385.15","1,818.00",853.00,2022-06-18
75,KMCDB,43.17,"1,086.00","1,120.00","1,047.10","1,120.00","1,089.33",522.00,"1,108.00","568,632.80",13,12,72.9,1.08,6.96,2.74,"1,240.07","1,247.06","1,715.00","1,005.00",2022-06-18
76,KPCL,37.27,389.00,394.00,374.40,387.80,381.12,720.00,382.00,"274,403.00",13,5.8,19.6,1.52,5.24,1.72,478.86,513.84,878.90,372.00,2022-06-18
77,KRBL,38.48,243.00,243.00,238.20,240.00,239.98,"11,780.00",240.00,"2,826,946.00",8,0,4.8,0,2.02,0.01,369.89,392.19,607.00,227.80,2022-06-18
78,KSBBL,34.73,333.00,343.00,333.00,338.00,339.54,"8,021.00",338.00,"2,723,452.60",89,0,10,0,3,-0.46,460.41,512.09,866.90,330.90,2022-06-18
79,LBBL,36.68,349.00,349.00,339.10,339.10,342.01,"4,110.00",345.00,"1,405,645.00",35,-5.9,9.9,-1.71,2.92,-0.86,454.45,491.84,774.00,333.30,2022-06-18
80,LBL,36.85,210.00,210.00,207.40,207.40,208.01,"108,826.00",208.40,"22,637,164.00",56,-1,2.6,-0.48,1.25,-0.3,261.97,283.01,444.00,203.00,2022-06-18
81,LEC,40.98,253.70,253.70,244.10,249.90,246.03,"3,853.00",258.80,"947,952.00",45,-8.9,9.6,-3.44,3.93,1.55,339.40,348.04,530.00,230.00,2022-06-18
82,LEMF,47.55,10.01,10.01,10.01,10.01,10.01,"1,100.00",9.82,"11,011.00",2,0.19,0,1.93,0,0,10.29,10.20,19.34,9.16,2022-06-18
83,LGIL,32.14,410.00,423.90,402.00,419.00,404.94,"2,990.00",405.00,"1,210,782.00",18,14,21.9,3.46,5.45,3.35,663.02,673.61,975.00,402.00,2022-06-18
84,LICN,33.54,"1,119.90","1,124.90","1,098.00","1,100.00","1,103.73","9,539.00","1,107.00","10,528,484.00",100,-7,26.9,-0.63,2.45,-0.34,"1,865.87","1,898.42","2,555.00","1,089.00",2022-06-18
85,LLBS,29.36,"1,158.90","1,158.90","1,158.90","1,158.90","1,158.90",10.00,"1,140.00","11,589.00",1,18.9,0,1.66,0,0,"1,393.21","1,511.73","2,528.00","1,122.10",2022-06-18
86,LUK,38.58,9.15,9.15,9.15,9.15,9.15,"1,000.00",9.29,"9,150.00",1,-0.14,0,-1.51,0,0,10.04,10.00,16.00,9.15,2022-06-18
87,MBJC,32.11,230.00,237.00,227.10,232.00,232.86,"3,758.00",234.00,"875,085.40",123,-2,9.9,-0.85,4.36,-0.37,-,-,505.00,100.00,2022-06-18
88,MBL,39.66,239.00,246.00,237.00,239.00,240.70,"55,743.00",243.50,"13,417,589.80",123,-4.5,9,-1.85,3.8,-0.71,294.79,311.42,455.00,229.50,2022-06-18
89,MDB,34.71,361.00,367.00,361.00,367.00,362.20,50.00,367.00,"18,110.00",3,0,6,0,1.66,1.31,475.85,526.08,873.20,349.70,2022-06-18
90,MEN,36.82,842.00,842.00,820.00,830.00,826.88,"1,635.00",859.00,"1,351,956.10",32,-29,22,-3.38,2.68,0.38,"1,070.08","1,098.54","1,530.00",810.00,2022-06-18
91,MERO,38.1,860.00,870.00,842.00,842.00,851.99,"2,044.00",859.00,"1,741,472.00",40,-17,28,-1.98,3.33,-1.19,"1,029.77","1,137.72","1,820.00",836.20,2022-06-18
92,MFIL,30.78,428.00,430.00,416.50,423.00,421.16,"2,792.00",420.00,"1,175,881.50",56,3,13.5,0.71,3.24,0.43,616.09,769.11,"1,456.00",410.00,2022-06-18
93,MHNL,35.69,285.00,285.00,268.70,273.00,274.13,"5,388.00",284.00,"1,476,998.20",53,-11,16.3,-3.87,6.07,-0.41,406.16,420.00,720.00,268.70,2022-06-18
94,MKJC,31.71,425.00,430.00,417.00,430.00,419.60,690.00,433.50,"289,522.00",18,-3.5,13,-0.81,3.12,2.42,549.41,-,733.90,186.50,2022-06-18
95,MKLB,36.45,890.00,890.00,880.10,880.10,881.77,60.00,897.60,"52,906.00",3,-17.5,9.9,-1.95,1.12,-0.19,"1,230.88","1,368.50","2,310.00",296.70,2022-06-18
96,MLBBL,34.84,"1,186.00","1,186.00","1,142.00","1,170.00","1,156.85",400.00,"1,162.80","462,741.00",10,7.2,44,0.62,3.85,1.12,"1,538.68","1,655.74","2,499.00","1,120.20",2022-06-18
97,MLBL,33.94,355.00,358.00,350.00,354.80,352.19,"9,528.00",352.90,"3,355,672.60",83,1.9,8,0.54,2.29,0.74,456.01,515.29,883.00,347.10,2022-06-18
98,MLBS,31.49,"1,028.00","1,045.00","1,028.00","1,028.00","1,030.00",110.00,"1,048.00","113,300.00",7,-20,17,-1.91,1.65,-0.19,"1,319.69",-,"2,189.10",397.50,2022-06-18
99,MLBSL,38.59,"3,385.10","3,400.00","3,375.00","3,380.00","3,390.69",826.00,"3,394.00","2,800,707.70",40,-14,25,-0.41,0.74,-0.32,"3,580.01","3,955.65","5,600.00","3,029.00",2022-06-18
100,MMF1,43.97,7.81,7.97,7.66,7.97,7.80,"5,900.00",7.96,"46,025.00",17,0.01,0.31,0.13,4.05,2.12,8.73,-,10.28,7.66,2022-06-18
101,MMFDB,25,"1,072.00","1,091.00","1,051.00","1,091.00","1,060.47",949.00,"1,090.00","1,006,383.00",16,1,40,0.09,3.81,2.8,"1,277.36","1,361.62","2,095.00","1,038.20",2022-06-18
102,MNBBL,31.11,423.00,430.00,420.00,422.00,422.16,"6,214.00",422.00,"2,623,324.30",90,0,10,0,2.38,-0.04,497.63,553.48,850.00,412.00,2022-06-18
103,MPFL,33.05,234.60,239.10,226.20,233.00,230.77,"1,139.00",230.00,"262,843.20",19,3,12.9,1.3,5.7,0.96,369.42,411.11,696.00,222.00,2022-06-18
104,MSLB,38.36,"1,054.00","1,075.00","1,024.00","1,024.00","1,033.18",424.00,"1,041.00","438,070.00",8,-17,51,-1.63,4.98,-0.9,"1,423.38","1,588.75","2,496.00",990.50,2022-06-18
105,"NABBC",24.3,380.00,380.00,373.00,380.00,376.36,720.00,385.00,"270,980.20",17,-5,7,-1.3,1.88,0.96,470.61,583.99,"1,251.10",333.00,2022-06-18
106,"NABIL",35.28,835.00,835.00,817.00,817.00,824.45,"16,582.00",825.00,"13,671,108.40",317,-8,18,-0.97,2.2,-0.91,"1,043.49","1,192.35","1,740.00",810.00,2022-06-18
107,NBF2,24.56,10.29,10.40,10.29,10.29,10.35,"9,400.00",10.50,"97,306.00",6,-0.21,0.11,-2,1.07,-0.6,10.78,10.95,17.00,10.00,2022-06-18
108,NBF3,32.5,8.25,8.25,8.09,8.09,8.20,600.00,8.25,"4,918.00",3,-0.16,0.16,-1.94,1.98,-1.32,9.12,-,10.08,7.96,2022-06-18
109,NBL,37.53,288.00,288.00,279.90,280.00,281.04,"29,640.00",284.00,"8,329,878.00",289,-4,8.1,-1.41,2.89,-0.37,334.61,375.85,575.00,279.00,2022-06-18
110,NCCB,50.99,225.00,225.00,218.70,221.90,221.24,"184,970.00",222.90,"40,923,064.60",592,-1,6.3,-0.45,2.88,0.3,249.09,265.80,407.00,202.00,2022-06-18
111,NEF,24.19,9.89,9.89,9.76,9.76,9.79,"6,300.00",9.70,"61,683.00",2,0.06,0.13,0.62,1.33,-0.32,10.67,10.97,17.49,9.70,2022-06-18
112,NESDO,34.71,"2,172.00","2,172.00","2,116.00","2,120.00","2,125.00",937.00,"2,130.00","1,991,129.00",58,-10,56,-0.47,2.65,-0.24,-,-,"3,312.50",747.70,2022-06-18
113,NFS,31.06,273.00,273.00,263.00,265.20,265.56,"2,069.00",268.00,"549,447.20",23,-2.8,10,-1.04,3.8,-0.14,531.87,540.19,806.00,262.00,2022-06-18
114,NGPL,33.81,527.00,532.40,525.00,530.00,527.71,"5,402.00",527.00,"2,850,690.40",52,3,7.4,0.57,1.41,0.43,626.93,650.18,"1,397.00",420.00,2022-06-18
115,NHDL,34.28,364.00,364.00,352.90,362.10,358.88,"2,842.00",364.00,"1,019,939.00",24,-1.9,11.1,-0.52,3.15,0.89,458.34,475.72,840.00,350.00,2022-06-18
116,NHPC,32.88,246.80,248.00,240.00,241.00,243.97,"19,359.00",244.00,"4,722,969.70",110,-3,8,-1.23,3.33,-1.23,324.17,353.57,530.90,224.60,2022-06-18
117,NIBD84,40.01,860.00,860.00,860.00,860.00,860.00,25.00,847.00,"21,500.00",1,13,0,1.53,0,0,-,-,"1,000.00",846.00,2022-06-18
118,NIBLPF,37.8,10.24,10.24,10.13,10.13,10.17,"3,078.00",10.20,"31,298.72",2,-0.07,0.11,-0.69,1.09,-0.38,10.64,10.67,20.68,9.30,2022-06-18
119,NICA,37.53,700.00,705.00,690.00,695.00,693.43,"32,624.00",697.40,"22,622,428.40",291,-2.4,15,-0.34,2.17,0.23,786.43,803.93,"1,085.00",690.00,2022-06-18
120,NICBF,45.97,10.60,10.63,10.60,10.63,10.61,300.00,10.50,"3,183.00",2,0.13,0.03,1.24,0.28,0.19,10.83,10.82,17.00,9.92,2022-06-18
121,NICGF,29.04,10.70,10.79,10.66,10.66,10.70,"5,500.00",10.64,"58,860.00",4,0.02,0.13,0.19,1.22,-0.39,11.63,11.67,18.12,10.43,2022-06-18
122,NICL,31.94,475.30,475.30,457.00,460.00,462.61,"1,180.00",466.00,"545,881.00",14,-6,18.3,-1.29,4,-0.57,750.48,769.77,"1,294.00",456.00,2022-06-18
123,NICLBSL,32.89,825.00,842.50,824.00,825.00,833.38,"1,390.00",824.00,"1,158,393.00",37,1,18.5,0.12,2.25,-1.02,"1,057.09","1,107.75","1,780.00",806.00,2022-06-18
124,NICSF,36.39,8.00,8.00,8.00,8.00,8.00,"5,000.00",7.95,"40,000.00",1,0.05,0,0.63,0,0,8.82,9.04,10.10,7.94,2022-06-18
125,NIFRA,32.73,253.00,256.00,250.00,250.50,251.69,"21,156.00",252.00,"5,324,665.40",271,-1.5,6,-0.6,2.4,-0.47,322.27,329.98,537.00,247.00,2022-06-18
126,NIL,38.06,684.40,694.00,669.00,676.00,673.73,"2,633.00",671.00,"1,773,921.00",40,5,25,0.75,3.74,0.34,"1,016.78","1,089.23","1,730.00",641.00,2022-06-18
127,NLBBL,35.11,900.00,900.00,882.00,885.00,892.50,495.00,900.00,"441,789.00",10,-15,18,-1.67,2.04,-0.85,"1,062.35","1,158.04","1,845.00",870.30,2022-06-18
128,NLG,37.41,510.00,519.00,508.00,513.90,510.54,"1,367.00",514.00,"697,911.90",14,-0.1,11,-0.02,2.17,0.65,792.33,820.96,"1,400.00",490.10,2022-06-18
129,NLIC,35.73,745.00,745.00,728.20,730.00,733.57,"7,812.00",732.00,"5,730,638.40",194,-2,16.8,-0.27,2.31,-0.49,"1,194.84","1,329.47","2,085.00",721.00,2022-06-18
130,NLICL,36.28,563.00,563.00,552.00,559.00,555.88,"6,318.00",555.00,"3,512,049.90",57,4,11,0.72,1.99,0.56,866.55,899.90,"1,308.00",537.00,2022-06-18
131,NMB,40.22,264.00,272.00,264.00,267.00,266.65,"34,708.00",264.00,"9,254,855.00",144,3,8,1.14,3.03,0.13,313.90,342.60,517.00,251.60,2022-06-18
132,NMB50,25.99,12.70,12.70,12.60,12.60,12.66,"41,187.00",12.63,"521,626.20",43,-0.03,0.1,-0.24,0.79,-0.51,12.57,12.33,18.47,10.72,2022-06-18
133,NMBMF,32.46,715.00,715.00,700.00,710.00,703.59,"1,460.00",715.00,"1,027,245.50",20,-5,15,-0.7,2.14,0.9,963.59,"1,084.56","1,657.00",686.00,2022-06-18
134,NMFBS,31.07,"1,850.00","1,890.00","1,850.00","1,860.00","1,864.79",385.00,"1,869.00","717,943.60",18,-9,40,-0.48,2.16,-0.26,"2,414.36","2,628.01","3,925.90","1,820.10",2022-06-18
135,NRIC,38.02,762.00,762.00,737.00,744.00,742.96,"6,245.00",748.00,"4,639,795.50",127,-4,25,-0.53,3.39,0.14,"1,081.79","1,165.50","1,971.00",721.00,2022-06-18
136,NRN,35.99,481.90,481.90,460.60,469.00,466.09,"2,250.00",475.00,"1,048,710.70",33,-6,21.3,-1.26,4.62,0.62,625.89,637.40,990.00,460.00,2022-06-18
137,NSLB,36.57,855.00,855.00,854.00,854.00,854.67,300.00,855.00,"256,400.00",7,-1,1,-0.12,0.12,-0.08,"1,179.02","1,251.44","1,987.90",820.50,2022-06-18
138,NTC,48.15,899.00,912.00,885.00,890.00,899.89,"112,759.00",895.00,"101,470,879.90",146,-5,27,-0.56,3.05,-1.11,"1,276.66","1,247.84","1,799.90",842.90,2022-06-18
139,NUBL,34,980.00,980.00,950.00,964.00,965.90,708.00,968.00,"683,854.20",28,-4,30,-0.41,3.16,-0.2,"1,155.70","1,270.11","1,895.00",923.20,2022-06-18
140,NYADI,32.82,294.00,306.00,290.00,298.00,296.88,400.00,300.00,"118,753.00",26,-2,16,-0.67,5.52,0.38,422.31,-,566.00,282.30,2022-06-18
141,OHL,26.11,447.00,455.00,428.30,436.80,435.69,520.00,439.00,"226,560.00",16,-2.2,26.7,-0.5,6.23,0.25,489.56,494.46,761.00,421.40,2022-06-18
142,PCBL,33.62,263.00,263.90,257.90,260.00,259.28,"12,758.00",263.00,"3,307,853.10",153,-3,6,-1.14,2.33,0.28,318.64,365.73,540.00,255.00,2022-06-18
143,PFL,31.49,340.00,345.00,334.00,335.00,336.32,"1,110.00",340.00,"373,313.50",20,-5,11,-1.47,3.29,-0.39,465.02,507.02,920.00,333.00,2022-06-18
